sequence,urn,document,lexeme
185,urn:cts:compnov:bible.genesis:8.2,septuagint,ls.n46529
186,urn:cts:compnov:bible.genesis:8.3,vulgate,ls.n46529
186,urn:cts:compnov:bible.genesis:8.3,vulgate,ls.n8883
186,urn:cts:compnov:bible.genesis:8.3,targum,ls.n46529
186,urn:cts:compnov:bible.genesis:8.3,septuagint,ls.n46529
187,urn:cts:compnov:bible.genesis:8.4,vulgate,ls.n41284
188,urn:cts:compnov:bible.genesis:8.5,vulgate,lexent.n15868
188,urn:cts:compnov:bible.genesis:8.5,vulgate,ls.n3120
188,urn:cts:compnov:bible.genesis:8.5,targum,lexent.n15868
188,urn:cts:compnov:bible.genesis:8.5,targum,ls.n3120
188,urn:cts:compnov:bible.genesis:8.5,septuagint,ls.n3120
189,urn:cts:compnov:bible.genesis:8.6,vulgate,lexent.n48771
189,urn:cts:compnov:bible.genesis:8.6,vulgate,ls.n2980
189,urn:cts:compnov:bible.genesis:8.6,vulgate,ls.n17516
189,urn:cts:compnov:bible.genesis:8.6,vulgate,ls.n14028
189,urn:cts:compnov:bible.genesis:8.6,targum,ls.n17516
189,urn:cts:compnov:bible.genesis:8.6,targum,ls.n46529
189,urn:cts:compnov:bible.genesis:8.6,targum,ls.n2980
189,urn:cts:compnov:bible.genesis:8.6,septuagint,ls.n17516
189,urn:cts:compnov:bible.genesis:8.6,septuagint,ls.n46529
189,urn:cts:compnov:bible.genesis:8.6,septuagint,ls.n2980
190,urn:cts:compnov:bible.genesis:8.7,septuagint,ls.n29328
190,urn:cts:compnov:bible.genesis:8.7,septuagint,ls.n7622
190,urn:cts:compnov:bible.genesis:8.7,septuagint,ls.n46529
191,urn:cts:compnov:bible.genesis:8.8,vulgate,ls.n50883
191,urn:cts:compnov:bible.genesis:8.8,vulgate,ls.n7622
191,urn:cts:compnov:bible.genesis:8.8,targum,ls.n46529
191,urn:cts:compnov:bible.genesis:8.8,septuagint,ls.n7622
191,urn:cts:compnov:bible.genesis:8.8,septuagint,ls.n24717
191,urn:cts:compnov:bible.genesis:8.8,septuagint,ls.n46529
191,urn:cts:compnov:bible.genesis:8.8,septuagint,ls.n363
191,urn:cts:compnov:bible.genesis:8.8,septuagint,lexent.n15868
192,urn:cts:compnov:bible.genesis:8.9,vulgate,ls.n24717
192,urn:cts:compnov:bible.genesis:8.9,vulgate,ls.n41284
192,urn:cts:compnov:bible.genesis:8.9,vulgate,ls.n46529
192,urn:cts:compnov:bible.genesis:8.9,targum,ls.n24717
192,urn:cts:compnov:bible.genesis:8.9,targum,ls.n46529
192,urn:cts:compnov:bible.genesis:8.9,targum,ls.n17964
192,urn:cts:compnov:bible.genesis:8.9,targum,lexent.n15868
193,urn:cts:compnov:bible.genesis:8.10,vulgate,ls.n14028
193,urn:cts:compnov:bible.genesis:8.10,septuagint,ls.n46529
193,urn:cts:compnov:bible.genesis:8.10,septuagint,ls.n20077
193,urn:cts:compnov:bible.genesis:8.10,septuagint,ls.n8938
193,urn:cts:compnov:bible.genesis:8.10,septuagint,ls.n7622
194,urn:cts:compnov:bible.genesis:8.11,vulgate,ls.n50442
194,urn:cts:compnov:bible.genesis:8.11,vulgate,ls.n51044
194,urn:cts:compnov:bible.genesis:8.11,vulgate,ls.n24114
194,urn:cts:compnov:bible.genesis:8.11,vulgate,ls.n7622
194,urn:cts:compnov:bible.genesis:8.11,targum,ls.n8938
194,urn:cts:compnov:bible.genesis:8.11,targum,ls.n46529
195,urn:cts:compnov:bible.genesis:8.12,vulgate,ls.n46529
195,urn:cts:compnov:bible.genesis:8.12,targum,ls.n46529
195,urn:cts:compnov:bible.genesis:8.12,septuagint,ls.n17516
195,urn:cts:compnov:bible.genesis:8.12,septuagint,ls.n46529
195,urn:cts:compnov:bible.genesis:8.12,septuagint,ls.n2980
195,urn:cts:compnov:bible.genesis:8.12,septuagint,ls.n47640
196,urn:cts:compnov:bible.genesis:8.13,vulgate,ls.n46529
196,urn:cts:compnov:bible.genesis:8.13,vulgate,ls.n2980
196,urn:cts:compnov:bible.genesis:8.13,vulgate,ls.n47640
196,urn:cts:compnov:bible.genesis:8.13,vulgate,ls.n50883
196,urn:cts:compnov:bible.genesis:8.13,targum,ls.n17516
196,urn:cts:compnov:bible.genesis:8.13,targum,ls.n46529
196,urn:cts:compnov:bible.genesis:8.13,targum,ls.n47640
196,urn:cts:compnov:bible.genesis:8.13,septuagint,ls.n46529
197,urn:cts:compnov:bible.genesis:8.14,vulgate,ls.n46529
197,urn:cts:compnov:bible.genesis:8.14,targum,ls.n46529
197,urn:cts:compnov:bible.genesis:8.14,septuagint,ls.n2980
198,urn:cts:compnov:bible.genesis:8.15,vulgate,ls.n26988
198,urn:cts:compnov:bible.genesis:8.15,vulgate,ls.n46529
198,urn:cts:compnov:bible.genesis:8.15,vulgate,ls.n13804
198,urn:cts:compnov:bible.genesis:8.15,targum,ls.n26988
198,urn:cts:compnov:bible.genesis:8.15,targum,ls.n46529
198,urn:cts:compnov:bible.genesis:8.15,targum,ls.n13804
198,urn:cts:compnov:bible.genesis:8.15,septuagint,ls.n13804
200,urn:cts:compnov:bible.genesis:8.17,vulgate,ls.n46529
200,urn:cts:compnov:bible.genesis:8.17,vulgate,ls.n41252
200,urn:cts:compnov:bible.genesis:8.17,vulgate,ls.n11570
200,urn:cts:compnov:bible.genesis:8.17,vulgate,ls.n29924
200,urn:cts:compnov:bible.genesis:8.17,vulgate,lexent.n15868
200,urn:cts:compnov:bible.genesis:8.17,targum,ls.n46529
200,urn:cts:compnov:bible.genesis:8.17,targum,ls.n41252
200,urn:cts:compnov:bible.genesis:8.17,targum,ls.n29924
200,urn:cts:compnov:bible.genesis:8.17,targum,ls.n11570
200,urn:cts:compnov:bible.genesis:8.17,septuagint,ls.n46529
200,urn:cts:compnov:bible.genesis:8.17,septuagint,ls.n29781
200,urn:cts:compnov:bible.genesis:8.17,septuagint,ls.n11570
200,urn:cts:compnov:bible.genesis:8.17,septuagint,ls.n29924
200,urn:cts:compnov:bible.genesis:8.17,septuagint,ls.n41195
201,urn:cts:compnov:bible.genesis:8.18,vulgate,ls.n46529
201,urn:cts:compnov:bible.genesis:8.18,vulgate,lexent.n15868
201,urn:cts:compnov:bible.genesis:8.18,targum,ls.n46529
201,urn:cts:compnov:bible.genesis:8.18,targum,lexent.n15868
201,urn:cts:compnov:bible.genesis:8.18,septuagint,ls.n46529
201,urn:cts:compnov:bible.genesis:8.18,septuagint,lexent.n15868
202,urn:cts:compnov:bible.genesis:8.19,vulgate,ls.n41252
202,urn:cts:compnov:bible.genesis:8.19,vulgate,ls.n46529
202,urn:cts:compnov:bible.genesis:8.19,targum,ls.n29781
202,urn:cts:compnov:bible.genesis:8.19,targum,ls.n46529
202,urn:cts:compnov:bible.genesis:8.19,septuagint,ls.n29781
202,urn:cts:compnov:bible.genesis:8.19,septuagint,ls.n46529
203,urn:cts:compnov:bible.genesis:8.20,targum,ls.n17964
203,urn:cts:compnov:bible.genesis:8.20,septuagint,ls.n363
204,urn:cts:compnov:bible.genesis:8.21,vulgate,ls.n46529
204,urn:cts:compnov:bible.genesis:8.21,vulgate,ls.n43681
204,urn:cts:compnov:bible.genesis:8.21,vulgate,ls.n950
204,urn:cts:compnov:bible.genesis:8.21,vulgate,ls.n34771
204,urn:cts:compnov:bible.genesis:8.21,vulgate,ls.n51238
204,urn:cts:compnov:bible.genesis:8.21,vulgate,ls.n17516
204,urn:cts:compnov:bible.genesis:8.21,targum,ls.n13804
204,urn:cts:compnov:bible.genesis:8.21,targum,ls.n43681
204,urn:cts:compnov:bible.genesis:8.21,targum,ls.n46529
204,urn:cts:compnov:bible.genesis:8.21,targum,ls.n34771
204,urn:cts:compnov:bible.genesis:8.21,targum,ls.n17516
204,urn:cts:compnov:bible.genesis:8.21,septuagint,ls.n46529
204,urn:cts:compnov:bible.genesis:8.21,septuagint,ls.n950
204,urn:cts:compnov:bible.genesis:8.21,septuagint,ls.n34771
204,urn:cts:compnov:bible.genesis:8.21,septuagint,ls.n17516
205,urn:cts:compnov:bible.genesis:8.22,vulgate,ls.n41284
205,urn:cts:compnov:bible.genesis:8.22,targum,ls.n7622
205,urn:cts:compnov:bible.genesis:8.22,septuagint,ls.n41284
206,urn:cts:compnov:bible.genesis:9.1,vulgate,ls.n13804
206,urn:cts:compnov:bible.genesis:9.1,vulgate,ls.n11570
206,urn:cts:compnov:bible.genesis:9.1,vulgate,ls.n29924
206,urn:cts:compnov:bible.genesis:9.1,vulgate,ls.n41195
206,urn:cts:compnov:bible.genesis:9.1,targum,ls.n13804
206,urn:cts:compnov:bible.genesis:9.1,targum,ls.n11570
206,urn:cts:compnov:bible.genesis:9.1,targum,ls.n29924
206,urn:cts:compnov:bible.genesis:9.1,targum,ls.n41195
206,urn:cts:compnov:bible.genesis:9.1,septuagint,ls.n13804
206,urn:cts:compnov:bible.genesis:9.1,septuagint,ls.n11570
206,urn:cts:compnov:bible.genesis:9.1,septuagint,ls.n29924
206,urn:cts:compnov:bible.genesis:9.1,septuagint,ls.n41195
207,urn:cts:compnov:bible.genesis:9.2,vulgate,ls.n46529
207,urn:cts:compnov:bible.genesis:9.2,vulgate,ls.n29781
207,urn:cts:compnov:bible.genesis:9.2,vulgate,ls.n48671
207,urn:cts:compnov:bible.genesis:9.2,targum,ls.n46529
207,urn:cts:compnov:bible.genesis:9.2,targum,ls.n41252
207,urn:cts:compnov:bible.genesis:9.2,targum,ls.n48671
207,urn:cts:compnov:bible.genesis:9.2,septuagint,ls.n14697
207,urn:cts:compnov:bible.genesis:9.2,septuagint,ls.n46529
207,urn:cts:compnov:bible.genesis:9.2,septuagint,ls.n29781
207,urn:cts:compnov:bible.genesis:9.2,septuagint,ls.n12628
208,urn:cts:compnov:bible.genesis:9.3,vulgate,ls.n29781
208,urn:cts:compnov:bible.genesis:9.3,vulgate,ls.n51238
208,urn:cts:compnov:bible.genesis:9.3,vulgate,ls.n46529
208,urn:cts:compnov:bible.genesis:9.3,vulgate,ls.n51044
208,urn:cts:compnov:bible.genesis:9.3,vulgate,ls.n48671
208,urn:cts:compnov:bible.genesis:9.3,targum,ls.n29781
208,urn:cts:compnov:bible.genesis:9.3,targum,ls.n46529
208,urn:cts:compnov:bible.genesis:9.3,targum,ls.n12628
208,urn:cts:compnov:bible.genesis:9.3,septuagint,ls.n46529
208,urn:cts:compnov:bible.genesis:9.3,septuagint,ls.n12628
209,urn:cts:compnov:bible.genesis:9.4,vulgate,ls.n16677
210,urn:cts:compnov:bible.genesis:9.5,targum,ls.n15293
211,urn:cts:compnov:bible.genesis:9.6,vulgate,ls.n15293
211,urn:cts:compnov:bible.genesis:9.6,vulgate,ls.n19048
211,urn:cts:compnov:bible.genesis:9.6,vulgate,ls.n17516
211,urn:cts:compnov:bible.genesis:9.6,vulgate,ls.n46529
211,urn:cts:compnov:bible.genesis:9.6,targum,ls.n15293
211,urn:cts:compnov:bible.genesis:9.6,targum,ls.n19048
211,urn:cts:compnov:bible.genesis:9.6,targum,ls.n17516
211,urn:cts:compnov:bible.genesis:9.6,septuagint,ls.n17516
212,urn:cts:compnov:bible.genesis:9.7,vulgate,ls.n11570
212,urn:cts:compnov:bible.genesis:9.7,vulgate,ls.n29924
212,urn:cts:compnov:bible.genesis:9.7,vulgate,lexent.n15868
212,urn:cts:compnov:bible.genesis:9.7,targum,ls.n11570
212,urn:cts:compnov:bible.genesis:9.7,targum,ls.n29924
212,urn:cts:compnov:bible.genesis:9.7,targum,ls.n17516
212,urn:cts:compnov:bible.genesis:9.7,septuagint,ls.n11570
212,urn:cts:compnov:bible.genesis:9.7,septuagint,ls.n29924
212,urn:cts:compnov:bible.genesis:9.7,septuagint,ls.n41195
212,urn:cts:compnov:bible.genesis:9.7,septuagint,ls.n14697
213,urn:cts:compnov:bible.genesis:9.8,vulgate,ls.n13804
213,urn:cts:compnov:bible.genesis:9.8,vulgate,lexent.n15868
213,urn:cts:compnov:bible.genesis:9.8,targum,ls.n13804
213,urn:cts:compnov:bible.genesis:9.8,targum,lexent.n15868
213,urn:cts:compnov:bible.genesis:9.8,septuagint,lexent.n15868
214,urn:cts:compnov:bible.genesis:9.9,septuagint,ls.n13804
214,urn:cts:compnov:bible.genesis:9.9,septuagint,ls.n45294
215,urn:cts:compnov:bible.genesis:9.10,vulgate,ls.n51238
215,urn:cts:compnov:bible.genesis:9.10,vulgate,ls.n46529
215,urn:cts:compnov:bible.genesis:9.10,targum,ls.n46529
215,urn:cts:compnov:bible.genesis:9.10,septuagint,ls.n46529
216,urn:cts:compnov:bible.genesis:9.11,vulgate,ls.n24257
216,urn:cts:compnov:bible.genesis:9.11,vulgate,ls.n46529
216,urn:cts:compnov:bible.genesis:9.11,targum,ls.n46529
216,urn:cts:compnov:bible.genesis:9.11,septuagint,ls.n29707
216,urn:cts:compnov:bible.genesis:9.11,septuagint,ls.n46529
217,urn:cts:compnov:bible.genesis:9.12,vulgate,ls.n13804
217,urn:cts:compnov:bible.genesis:9.12,vulgate,ls.n14599
217,urn:cts:compnov:bible.genesis:9.12,vulgate,ls.n51238
217,urn:cts:compnov:bible.genesis:9.12,vulgate,ls.n46529
217,urn:cts:compnov:bible.genesis:9.12,targum,ls.n13804
217,urn:cts:compnov:bible.genesis:9.12,targum,ls.n46529
217,urn:cts:compnov:bible.genesis:9.12,targum,ls.n37010
217,urn:cts:compnov:bible.genesis:9.12,septuagint,ls.n13804
217,urn:cts:compnov:bible.genesis:9.12,septuagint,ls.n14599
217,urn:cts:compnov:bible.genesis:9.12,septuagint,ls.n46529
218,urn:cts:compnov:bible.genesis:9.13,vulgate,ls.n37010
218,urn:cts:compnov:bible.genesis:9.13,vulgate,ls.n46529
218,urn:cts:compnov:bible.genesis:9.13,targum,ls.n37010
218,urn:cts:compnov:bible.genesis:9.13,targum,ls.n46529
218,urn:cts:compnov:bible.genesis:9.13,septuagint,ls.n37010
218,urn:cts:compnov:bible.genesis:9.13,septuagint,ls.n46529
219,urn:cts:compnov:bible.genesis:9.14,vulgate,ls.n3120
219,urn:cts:compnov:bible.genesis:9.14,targum,ls.n46529
219,urn:cts:compnov:bible.genesis:9.14,septuagint,ls.n46529
219,urn:cts:compnov:bible.genesis:9.14,septuagint,ls.n3120
220,urn:cts:compnov:bible.genesis:9.15,vulgate,ls.n51238
220,urn:cts:compnov:bible.genesis:9.15,vulgate,ls.n46529
220,urn:cts:compnov:bible.genesis:9.15,targum,ls.n46529
220,urn:cts:compnov:bible.genesis:9.15,septuagint,ls.n46529
221,urn:cts:compnov:bible.genesis:9.16,vulgate,ls.n46529
221,urn:cts:compnov:bible.genesis:9.16,vulgate,ls.n50883
221,urn:cts:compnov:bible.genesis:9.16,vulgate,ls.n51238
221,urn:cts:compnov:bible.genesis:9.16,targum,ls.n46529
221,urn:cts:compnov:bible.genesis:9.16,septuagint,ls.n46529
222,urn:cts:compnov:bible.genesis:9.17,vulgate,ls.n13804
222,urn:cts:compnov:bible.genesis:9.17,vulgate,ls.n46529
222,urn:cts:compnov:bible.genesis:9.17,vulgate,ls.n10632
222,urn:cts:compnov:bible.genesis:9.17,targum,ls.n13804
222,urn:cts:compnov:bible.genesis:9.17,targum,ls.n46529
222,urn:cts:compnov:bible.genesis:9.17,septuagint,ls.n10632
222,urn:cts:compnov:bible.genesis:9.17,septuagint,ls.n46529
223,urn:cts:compnov:bible.genesis:9.18,vulgate,ls.n46529
223,urn:cts:compnov:bible.genesis:9.18,targum,ls.n46529
223,urn:cts:compnov:bible.genesis:9.18,septuagint,ls.n46529
224,urn:cts:compnov:bible.genesis:9.19,vulgate,ls.n46529
224,urn:cts:compnov:bible.genesis:9.19,targum,ls.n46529
224,urn:cts:compnov:bible.genesis:9.19,septuagint,ls.n46529
225,urn:cts:compnov:bible.genesis:9.20,vulgate,ls.n8883
225,urn:cts:compnov:bible.genesis:9.20,targum,ls.n6614
225,urn:cts:compnov:bible.genesis:9.20,septuagint,ls.n6614
226,urn:cts:compnov:bible.genesis:9.21,vulgate,ls.n5275
226,urn:cts:compnov:bible.genesis:9.21,vulgate,ls.n46529
226,urn:cts:compnov:bible.genesis:9.21,targum,ls.n5275
226,urn:cts:compnov:bible.genesis:9.21,targum,ls.n46529
226,urn:cts:compnov:bible.genesis:9.21,septuagint,ls.n5275
226,urn:cts:compnov:bible.genesis:9.21,septuagint,ls.n46529
227,urn:cts:compnov:bible.genesis:9.22,vulgate,ls.n50883
227,urn:cts:compnov:bible.genesis:9.22,vulgate,ls.n31472
228,urn:cts:compnov:bible.genesis:9.23,vulgate,ls.n17516
228,urn:cts:compnov:bible.genesis:9.23,vulgate,ls.n46529
228,urn:cts:compnov:bible.genesis:9.23,vulgate,ls.n50883
228,urn:cts:compnov:bible.genesis:9.23,targum,ls.n17964
228,urn:cts:compnov:bible.genesis:9.23,targum,ls.n17516
228,urn:cts:compnov:bible.genesis:9.23,targum,ls.n46529
228,urn:cts:compnov:bible.genesis:9.23,septuagint,ls.n363
228,urn:cts:compnov:bible.genesis:9.23,septuagint,ls.n17516
229,urn:cts:compnov:bible.genesis:9.24,vulgate,ls.n17516
229,urn:cts:compnov:bible.genesis:9.24,targum,ls.n8938
229,urn:cts:compnov:bible.genesis:9.24,targum,ls.n17516
229,urn:cts:compnov:bible.genesis:9.24,septuagint,ls.n8938
229,urn:cts:compnov:bible.genesis:9.24,septuagint,ls.n17516
230,urn:cts:compnov:bible.genesis:9.25,vulgate,ls.n46529
230,urn:cts:compnov:bible.genesis:9.25,targum,ls.n43940
230,urn:cts:compnov:bible.genesis:9.25,targum,ls.n46529
230,urn:cts:compnov:bible.genesis:9.25,septuagint,ls.n46529
231,urn:cts:compnov:bible.genesis:9.26,vulgate,ls.n13804
231,urn:cts:compnov:bible.genesis:9.26,vulgate,ls.n46529
231,urn:cts:compnov:bible.genesis:9.26,targum,ls.n46529
231,urn:cts:compnov:bible.genesis:9.26,septuagint,ls.n46529
232,urn:cts:compnov:bible.genesis:9.27,vulgate,ls.n20088
232,urn:cts:compnov:bible.genesis:9.27,vulgate,ls.n46529
232,urn:cts:compnov:bible.genesis:9.27,targum,ls.n20088
232,urn:cts:compnov:bible.genesis:9.27,targum,ls.n46529
232,urn:cts:compnov:bible.genesis:9.27,septuagint,ls.n20088
232,urn:cts:compnov:bible.genesis:9.27,septuagint,ls.n46529
233,urn:cts:compnov:bible.genesis:9.28,vulgate,ls.n51238
234,urn:cts:compnov:bible.genesis:9.29,vulgate,ls.n46529
234,urn:cts:compnov:bible.genesis:9.29,vulgate,ls.n29707
234,urn:cts:compnov:bible.genesis:9.29,targum,ls.n46529
234,urn:cts:compnov:bible.genesis:9.29,targum,ls.n29707
234,urn:cts:compnov:bible.genesis:9.29,septuagint,ls.n46529
234,urn:cts:compnov:bible.genesis:9.29,septuagint,ls.n29707
235,urn:cts:compnov:bible.genesis:10.1,vulgate,ls.n46529
235,urn:cts:compnov:bible.genesis:10.1,vulgate,ls.n30423
235,urn:cts:compnov:bible.genesis:10.1,targum,ls.n46529
235,urn:cts:compnov:bible.genesis:10.1,targum,ls.n30423
235,urn:cts:compnov:bible.genesis:10.1,septuagint,ls.n30423
235,urn:cts:compnov:bible.genesis:10.1,septuagint,ls.n46529
239,urn:cts:compnov:bible.genesis:10.5,vulgate,ls.n14559
239,urn:cts:compnov:bible.genesis:10.5,vulgate,ls.n46529
239,urn:cts:compnov:bible.genesis:10.5,targum,ls.n14559
239,urn:cts:compnov:bible.genesis:10.5,targum,ls.n46529
239,urn:cts:compnov:bible.genesis:10.5,septuagint,ls.n14559
239,urn:cts:compnov:bible.genesis:10.5,septuagint,ls.n46529
242,urn:cts:compnov:bible.genesis:10.8,vulgate,ls.n19570
242,urn:cts:compnov:bible.genesis:10.8,vulgate,ls.n8883
242,urn:cts:compnov:bible.genesis:10.8,targum,ls.n19570
242,urn:cts:compnov:bible.genesis:10.8,targum,ls.n6614
242,urn:cts:compnov:bible.genesis:10.8,septuagint,ls.n19570
242,urn:cts:compnov:bible.genesis:10.8,septuagint,ls.n6614
243,urn:cts:compnov:bible.genesis:10.9,vulgate,ls.n46529
243,urn:cts:compnov:bible.genesis:10.9,vulgate,ls.n50445
243,urn:cts:compnov:bible.genesis:10.9,targum,ls.n46529
243,urn:cts:compnov:bible.genesis:10.9,targum,ls.n13804
243,urn:cts:compnov:bible.genesis:10.9,septuagint,ls.n46529
243,urn:cts:compnov:bible.genesis:10.9,septuagint,ls.n13804
244,urn:cts:compnov:bible.genesis:10.10,vulgate,ls.n46529
244,urn:cts:compnov:bible.genesis:10.10,targum,ls.n46529
244,urn:cts:compnov:bible.genesis:10.10,septuagint,ls.n46529
245,urn:cts:compnov:bible.genesis:10.11,vulgate,ls.n46529
245,urn:cts:compnov:bible.genesis:10.11,targum,ls.n46529
245,urn:cts:compnov:bible.genesis:10.11,septuagint,ls.n46529
246,urn:cts:compnov:bible.genesis:10.12,vulgate,ls.n46529
246,urn:cts:compnov:bible.genesis:10.12,targum,ls.n46529
247,urn:cts:compnov:bible.genesis:10.13,vulgate,ls.n19570
247,urn:cts:compnov:bible.genesis:10.13,targum,ls.n19570
247,urn:cts:compnov:bible.genesis:10.13,septuagint,ls.n19570
248,urn:cts:compnov:bible.genesis:10.14,vulgate,ls.n46529
248,urn:cts:compnov:bible.genesis:10.14,targum,ls.n46529
248,urn:cts:compnov:bible.genesis:10.14,septuagint,ls.n46529
249,urn:cts:compnov:bible.genesis:10.15,vulgate,ls.n19570
249,urn:cts:compnov:bible.genesis:10.15,targum,ls.n19570
249,urn:cts:compnov:bible.genesis:10.15,septuagint,ls.n19570
252,urn:cts:compnov:bible.genesis:10.18,vulgate,ls.n46529
252,urn:cts:compnov:bible.genesis:10.18,targum,ls.n46529
252,urn:cts:compnov:bible.genesis:10.18,septuagint,ls.n46529
253,urn:cts:compnov:bible.genesis:10.19,vulgate,ls.n17516
253,urn:cts:compnov:bible.genesis:10.19,vulgate,ls.n46529
253,urn:cts:compnov:bible.genesis:10.19,vulgate,ls.n50442
253,urn:cts:compnov:bible.genesis:10.19,targum,ls.n46529
253,urn:cts:compnov:bible.genesis:10.19,targum,ls.n691
253,urn:cts:compnov:bible.genesis:10.19,septuagint,ls.n17516
253,urn:cts:compnov:bible.genesis:10.19,septuagint,ls.n46529
253,urn:cts:compnov:bible.genesis:10.19,septuagint,ls.n691
254,urn:cts:compnov:bible.genesis:10.20,vulgate,ls.n46529
254,urn:cts:compnov:bible.genesis:10.20,targum,ls.n46529
255,urn:cts:compnov:bible.genesis:10.21,vulgate,ls.n30423
255,urn:cts:compnov:bible.genesis:10.21,vulgate,ls.n46529
255,urn:cts:compnov:bible.genesis:10.21,targum,ls.n30423
255,urn:cts:compnov:bible.genesis:10.21,targum,ls.n46529
255,urn:cts:compnov:bible.genesis:10.21,septuagint,ls.n30423
255,urn:cts:compnov:bible.genesis:10.21,septuagint,ls.n46529
258,urn:cts:compnov:bible.genesis:10.24,vulgate,ls.n19570
258,urn:cts:compnov:bible.genesis:10.24,vulgate,ls.n33000
258,urn:cts:compnov:bible.genesis:10.24,vulgate,ls.n46529
258,urn:cts:compnov:bible.genesis:10.24,targum,ls.n19570
258,urn:cts:compnov:bible.genesis:10.24,septuagint,ls.n19570
259,urn:cts:compnov:bible.genesis:10.25,vulgate,ls.n30423
259,urn:cts:compnov:bible.genesis:10.25,vulgate,ls.n46529
259,urn:cts:compnov:bible.genesis:10.25,vulgate,lexent.n15868
259,urn:cts:compnov:bible.genesis:10.25,vulgate,ls.n14559
259,urn:cts:compnov:bible.genesis:10.25,targum,ls.n30423
259,urn:cts:compnov:bible.genesis:10.25,targum,ls.n46529
259,urn:cts:compnov:bible.genesis:10.25,targum,ls.n14559
259,urn:cts:compnov:bible.genesis:10.25,septuagint,ls.n30423
259,urn:cts:compnov:bible.genesis:10.25,septuagint,ls.n46529
259,urn:cts:compnov:bible.genesis:10.25,septuagint,ls.n14559
260,urn:cts:compnov:bible.genesis:10.26,vulgate,ls.n19570
260,urn:cts:compnov:bible.genesis:10.26,targum,ls.n19570
260,urn:cts:compnov:bible.genesis:10.26,septuagint,ls.n19570
264,urn:cts:compnov:bible.genesis:10.30,vulgate,ls.n17516
264,urn:cts:compnov:bible.genesis:10.30,vulgate,ls.n46529
264,urn:cts:compnov:bible.genesis:10.30,targum,ls.n46529
264,urn:cts:compnov:bible.genesis:10.30,septuagint,ls.n17516
264,urn:cts:compnov:bible.genesis:10.30,septuagint,ls.n46529
264,urn:cts:compnov:bible.genesis:10.30,septuagint,ls.n33000
265,urn:cts:compnov:bible.genesis:10.31,targum,ls.n46529
266,urn:cts:compnov:bible.genesis:10.32,vulgate,ls.n14559
266,urn:cts:compnov:bible.genesis:10.32,vulgate,ls.n46529
266,urn:cts:compnov:bible.genesis:10.32,targum,ls.n46529
266,urn:cts:compnov:bible.genesis:10.32,targum,ls.n14559
266,urn:cts:compnov:bible.genesis:10.32,septuagint,ls.n46529
267,urn:cts:compnov:bible.genesis:11.1,vulgate,ls.n46529
267,urn:cts:compnov:bible.genesis:11.1,targum,ls.n46529
267,urn:cts:compnov:bible.genesis:11.1,targum,ls.n17516
267,urn:cts:compnov:bible.genesis:11.1,septuagint,ls.n46529
268,urn:cts:compnov:bible.genesis:11.2,vulgate,ls.n38619
268,urn:cts:compnov:bible.genesis:11.2,vulgate,ls.n33000
268,urn:cts:compnov:bible.genesis:11.2,vulgate,ls.n24717
268,urn:cts:compnov:bible.genesis:11.2,vulgate,ls.n20088
268,urn:cts:compnov:bible.genesis:11.2,vulgate,lexent.n15868
268,urn:cts:compnov:bible.genesis:11.2,targum,ls.n38619
268,urn:cts:compnov:bible.genesis:11.2,targum,ls.n24717
268,urn:cts:compnov:bible.genesis:11.2,targum,ls.n20088
268,urn:cts:compnov:bible.genesis:11.2,septuagint,ls.n17516
268,urn:cts:compnov:bible.genesis:11.2,septuagint,ls.n46529
268,urn:cts:compnov:bible.genesis:11.2,septuagint,ls.n29781
268,urn:cts:compnov:bible.genesis:11.2,septuagint,ls.n33000
268,urn:cts:compnov:bible.genesis:11.2,septuagint,ls.n24717
268,urn:cts:compnov:bible.genesis:11.2,septuagint,ls.n20088
269,urn:cts:compnov:bible.genesis:11.3,vulgate,ls.n13804
269,urn:cts:compnov:bible.genesis:11.3,vulgate,ls.n50442
269,urn:cts:compnov:bible.genesis:11.3,vulgate,ls.n17516
269,urn:cts:compnov:bible.genesis:11.3,vulgate,ls.n20077
269,urn:cts:compnov:bible.genesis:11.3,targum,ls.n13804
269,urn:cts:compnov:bible.genesis:11.3,targum,ls.n17516
269,urn:cts:compnov:bible.genesis:11.3,targum,ls.n46529
269,urn:cts:compnov:bible.genesis:11.3,septuagint,ls.n13804
269,urn:cts:compnov:bible.genesis:11.3,septuagint,ls.n17516
269,urn:cts:compnov:bible.genesis:11.3,septuagint,ls.n46529
270,urn:cts:compnov:bible.genesis:11.4,vulgate,ls.n13804
270,urn:cts:compnov:bible.genesis:11.4,vulgate,ls.n50442
270,urn:cts:compnov:bible.genesis:11.4,vulgate,ls.n17516
270,urn:cts:compnov:bible.genesis:11.4,vulgate,ls.n7300
270,urn:cts:compnov:bible.genesis:11.4,vulgate,ls.n14559
270,urn:cts:compnov:bible.genesis:11.4,targum,ls.n13804
270,urn:cts:compnov:bible.genesis:11.4,targum,ls.n17516
270,urn:cts:compnov:bible.genesis:11.4,septuagint,ls.n13804
270,urn:cts:compnov:bible.genesis:11.4,septuagint,ls.n46529
270,urn:cts:compnov:bible.genesis:11.4,septuagint,ls.n17516
271,urn:cts:compnov:bible.genesis:11.5,vulgate,ls.n50883
271,urn:cts:compnov:bible.genesis:11.5,targum,ls.n3120
272,urn:cts:compnov:bible.genesis:11.6,vulgate,ls.n13804
